gameId,playId,nflId,frameId,time,jerseyNumber,team,playDirection,x,y,s,a,dis,o,dir,event
2021100700,95,30869.0,1,2021-10-08T00:23:33.900,77.0,LA,right,22.93,33.04,0.02,0.02,0.0,102.26,129.51,None
2021100700,95,30869.0,2,2021-10-08T00:23:34.000,77.0,LA,right,22.93,33.04,0.01,0.02,0.0,101.64,128.68,None
2021100700,95,30869.0,3,2021-10-08T00:23:34.100,77.0,LA,right,22.92,33.05,0.01,0.01,0.01,100.73,127.26,None
2021100700,95,30869.0,4,2021-10-08T00:23:34.200,77.0,LA,right,22.92,33.05,0.01,0.01,0.01,100.73,130.9,None
2021100700,95,30869.0,5,2021-10-08T00:23:34.300,77.0,LA,right,22.91,33.05,0.01,0.01,0.01,99.55,134.16,None
2021100700,95,30869.0,6,2021-10-08T00:23:34.400,77.0,LA,right,22.91,33.05,0.01,0.01,0.0,99.55,134.37,ball_snap
2021100700,95,30869.0,7,2021-10-08T00:23:34.500,77.0,LA,right,22.9,33.05,0.01,0.01,0.01,99.55,138.57,autoevent_ballsnap
2021100700,95,30869.0,8,2021-10-08T00:23:34.600,77.0,LA,right,22.89,33.06,0.0,0.0,0.02,98.54,144.9,None
2021100700,95,30869.0,9,2021-10-08T00:23:34.700,77.0,LA,right,22.88,33.07,0.0,0.0,0.01,97.83,143.93,None
2021100700,95,30869.0,10,2021-10-08T00:23:34.800,77.0,LA,right,22.87,33.08,0.0,0.0,0.01,96.94,150.31,None
2021100700,95,30869.0,11,2021-10-08T00:23:34.900,77.0,LA,right,22.86,33.08,0.0,0.0,0.02,94.35,201.63,None
2021100700,95,30869.0,12,2021-10-08T00:23:35.000,77.0,LA,right,22.83,33.1,0.0,0.0,0.03,94.35,286.6,None
2021100700,95,30869.0,13,2021-10-08T00:23:35.100,77.0,LA,right,22.82,33.11,0.07,1.46,0.02,90.51,303.87,None
2021100700,95,30869.0,14,2021-10-08T00:23:35.200,77.0,LA,right,22.79,33.13,0.33,2.6,0.03,86.31,304.59,None
2021100700,95,30869.0,15,2021-10-08T00:23:35.300,77.0,LA,right,22.73,33.17,0.8,3.6,0.07,83.89,303.71,None
2021100700,95,30869.0,16,2021-10-08T00:23:35.400,77.0,LA,right,22.64,33.23,1.23,3.66,0.11,80.7,303.58,None
2021100700,95,30869.0,17,2021-10-08T00:23:35.500,77.0,LA,right,22.51,33.31,1.69,3.57,0.16,78.18,302.64,None
2021100700,95,30869.0,18,2021-10-08T00:23:35.600,77.0,LA,right,22.33,33.43,2.15,2.99,0.21,75.64,302.77,None
2021100700,95,30869.0,19,2021-10-08T00:23:35.700,77.0,LA,right,22.13,33.55,2.44,2.1,0.24,69.8,301.51,None
2021100700,95,30869.0,20,2021-10-08T00:23:35.800,77.0,LA,right,21.9,33.68,2.65,1.31,0.26,63.48,300.77,None
2021100700,95,30869.0,21,2021-10-08T00:23:35.900,77.0,LA,right,21.65,33.82,2.84,0.75,0.29,58.12,299.28,None
2021100700,95,30869.0,22,2021-10-08T00:23:36.000,77.0,LA,right,21.38,33.96,2.93,0.47,0.3,53.72,297.41,None
2021100700,95,30869.0,23,2021-10-08T00:23:36.100,77.0,LA,right,21.1,34.08,2.98,0.82,0.31,48.59,294.46,None
2021100700,95,30869.0,24,2021-10-08T00:23:36.200,77.0,LA,right,20.82,34.19,2.95,1.19,0.3,45.79,291.71,None
2021100700,95,30869.0,25,2021-10-08T00:23:36.300,77.0,LA,right,20.53,34.28,2.92,1.45,0.3,43.77,288.42,None
2021100700,95,30869.0,26,2021-10-08T00:23:36.400,77.0,LA,right,20.24,34.36,2.88,1.64,0.3,43.05,284.46,None
2021100700,95,30869.0,27,2021-10-08T00:23:36.500,77.0,LA,right,19.96,34.4,2.77,1.92,0.28,37.39,279.35,None
2021100700,95,30869.0,28,2021-10-08T00:23:36.600,77.0,LA,right,19.68,34.43,2.74,1.94,0.29,34.29,274.69,None
2021100700,95,30869.0,29,2021-10-08T00:23:36.700,77.0,LA,right,19.4,34.44,2.7,1.88,0.28,33.23,270.29,None
2021100700,95,30869.0,30,2021-10-08T00:23:36.800,77.0,LA,right,19.12,34.42,2.64,1.79,0.27,31.65,266.06,None
2021100700,95,30869.0,31,2021-10-08T00:23:36.900,77.0,LA,right,18.85,34.4,2.61,1.58,0.27,31.65,263.1,None
2021100700,95,30869.0,32,2021-10-08T00:23:37.000,77.0,LA,right,18.6,34.36,2.53,1.49,0.26,30.22,260.65,None
2021100700,95,30869.0,33,2021-10-08T00:23:37.100,77.0,LA,right,18.34,34.32,2.46,1.4,0.26,28.92,259.26,None
2021100700,95,30869.0,34,2021-10-08T00:23:37.200,77.0,LA,right,18.09,34.27,2.4,1.33,0.26,27.72,258.64,None
