gameId,playId,nflId,frameId,time,jerseyNumber,team,playDirection,x,y,s,a,dis,o,dir,event
2021102800,189,37077.0,1,2021-10-29T00:27:23.000,18.0,ARI,right,21.38,6.94,0.0,0.0,0.0,43.74,223.19,None
2021102800,189,37077.0,2,2021-10-29T00:27:23.100,18.0,ARI,right,21.38,6.94,0.0,0.0,0.0,44.67,243.81,None
2021102800,189,37077.0,3,2021-10-29T00:27:23.200,18.0,ARI,right,21.38,6.95,0.0,0.0,0.0,45.69,303.24,None
2021102800,189,37077.0,4,2021-10-29T00:27:23.300,18.0,ARI,right,21.38,6.94,0.0,0.0,0.0,46.44,285.89,None
2021102800,189,37077.0,5,2021-10-29T00:27:23.400,18.0,ARI,right,21.38,6.95,0.0,0.0,0.01,47.99,341.6,None
2021102800,189,37077.0,6,2021-10-29T00:27:23.500,18.0,ARI,right,21.39,6.94,0.01,0.2,0.0,50.85,80.97,ball_snap
2021102800,189,37077.0,7,2021-10-29T00:27:23.600,18.0,ARI,right,21.4,6.95,0.08,0.7,0.01,52.49,77.83,None
2021102800,189,37077.0,8,2021-10-29T00:27:23.700,18.0,ARI,right,21.44,6.95,0.44,2.46,0.04,51.82,82.23,None
2021102800,189,37077.0,9,2021-10-29T00:27:23.800,18.0,ARI,right,21.51,6.96,0.8,3.01,0.07,53.37,82.37,None
2021102800,189,37077.0,10,2021-10-29T00:27:23.900,18.0,ARI,right,21.62,6.98,1.22,3.31,0.11,56.26,81.58,None
2021102800,189,37077.0,11,2021-10-29T00:27:24.000,18.0,ARI,right,21.87,7.0,2.12,4.69,0.25,60.62,83.38,None
2021102800,189,37077.0,12,2021-10-29T00:27:24.100,18.0,ARI,right,22.14,7.03,2.78,4.95,0.28,62.54,83.55,None
2021102800,189,37077.0,13,2021-10-29T00:27:24.200,18.0,ARI,right,22.47,7.07,3.4,4.99,0.33,72.34,83.69,None
2021102800,189,37077.0,14,2021-10-29T00:27:24.300,18.0,ARI,right,22.86,7.11,4.01,4.69,0.39,82.56,84.21,None
2021102800,189,37077.0,15,2021-10-29T00:27:24.400,18.0,ARI,right,23.33,7.13,4.7,4.8,0.47,93.53,85.91,None
2021102800,189,37077.0,16,2021-10-29T00:27:24.500,18.0,ARI,right,23.83,7.16,5.21,4.45,0.5,101.23,87.05,None
2021102800,189,37077.0,17,2021-10-29T00:27:24.600,18.0,ARI,right,24.37,7.18,5.62,3.5,0.54,105.73,88.32,None
2021102800,189,37077.0,18,2021-10-29T00:27:24.700,18.0,ARI,right,24.96,7.18,6.0,2.91,0.59,109.72,90.19,None
2021102800,189,37077.0,19,2021-10-29T00:27:24.800,18.0,ARI,right,25.57,7.17,6.27,2.35,0.62,116.41,91.52,None
2021102800,189,37077.0,20,2021-10-29T00:27:24.900,18.0,ARI,right,26.21,7.13,6.39,2.12,0.63,111.7,94.06,None
2021102800,189,37077.0,21,2021-10-29T00:27:25.000,18.0,ARI,right,26.85,7.07,6.5,1.96,0.65,111.7,96.36,None
2021102800,189,37077.0,22,2021-10-29T00:27:25.100,18.0,ARI,right,27.49,6.98,6.52,2.04,0.65,109.81,98.93,None
2021102800,189,37077.0,23,2021-10-29T00:27:25.200,18.0,ARI,right,28.13,6.87,6.44,2.12,0.65,107.44,100.9,None
2021102800,189,37077.0,24,2021-10-29T00:27:25.300,18.0,ARI,right,28.74,6.73,6.22,2.45,0.63,100.64,103.1,None
2021102800,189,37077.0,25,2021-10-29T00:27:25.400,18.0,ARI,right,29.33,6.59,5.97,2.84,0.6,97.41,105.17,None
2021102800,189,37077.0,26,2021-10-29T00:27:25.500,18.0,ARI,right,29.88,6.43,5.65,3.13,0.58,98.58,107.06,None
2021102800,189,37077.0,27,2021-10-29T00:27:25.600,18.0,ARI,right,30.38,6.26,5.1,3.89,0.53,89.81,109.3,None
2021102800,189,37077.0,28,2021-10-29T00:27:25.700,18.0,ARI,right,30.82,6.1,4.45,5.01,0.46,66.18,112.1,None
2021102800,189,37077.0,29,2021-10-29T00:27:25.800,18.0,ARI,right,31.18,5.93,3.72,6.01,0.39,49.31,116.18,None
2021102800,189,37077.0,30,2021-10-29T00:27:25.900,18.0,ARI,right,31.47,5.77,3.04,6.11,0.33,30.77,120.94,None
2021102800,189,37077.0,31,2021-10-29T00:27:26.000,18.0,ARI,right,31.68,5.62,2.34,6.21,0.26,16.14,129.88,None
2021102800,189,37077.0,32,2021-10-29T00:27:26.100,18.0,ARI,right,31.81,5.47,1.83,6.03,0.21,11.7,144.71,None
2021102800,189,37077.0,33,2021-10-29T00:27:26.200,18.0,ARI,right,31.9,5.33,1.46,5.49,0.16,3.47,159.29,None
2021102800,189,37077.0,34,2021-10-29T00:27:26.300,18.0,ARI,right,31.92,5.2,1.29,4.75,0.14,0.17,179.96,None
2021102800,189,37077.0,35,2021-10-29T00:27:26.400,18.0,ARI,right,31.91,5.08,1.23,3.84,0.12,357.72,197.21,None
2021102800,189,37077.0,36,2021-10-29T00:27:26.500,18.0,ARI,right,31.86,4.97,1.23,2.99,0.12,357.72,211.02,None
2021102800,189,37077.0,37,2021-10-29T00:27:26.600,18.0,ARI,right,31.79,4.87,1.26,2.45,0.12,355.57,224.62,None
2021102800,189,37077.0,38,2021-10-29T00:27:26.700,18.0,ARI,right,31.69,4.79,1.35,1.95,0.13,353.86,233.37,None
2021102800,189,37077.0,39,2021-10-29T00:27:26.800,18.0,ARI,right,31.59,4.71,1.31,1.35,0.12,350.37,238.02,None
2021102800,189,37077.0,40,2021-10-29T00:27:26.900,18.0,ARI,right,31.47,4.65,1.34,1.1,0.13,347.57,243.77,None
2021102800,189,37077.0,41,2021-10-29T00:27:27.000,18.0,ARI,right,31.35,4.6,1.3,0.86,0.13,343.47,247.62,None
2021102800,189,37077.0,42,2021-10-29T00:27:27.100,18.0,ARI,right,31.23,4.55,1.28,0.67,0.13,339.61,249.97,None
2021102800,189,37077.0,43,2021-10-29T00:27:27.200,18.0,ARI,right,31.11,4.51,1.24,0.59,0.13,333.58,252.11,None
2021102800,189,37077.0,44,2021-10-29T00:27:27.300,18.0,ARI,right,30.99,4.47,1.25,0.46,0.13,328.52,253.99,None
2021102800,189,37077.0,45,2021-10-29T00:27:27.400,18.0,ARI,right,30.87,4.44,1.22,0.48,0.12,320.66,256.69,None
2021102800,189,37077.0,46,2021-10-29T00:27:27.500,18.0,ARI,right,30.75,4.42,1.18,0.62,0.12,313.79,261.3,None
2021102800,189,37077.0,47,2021-10-29T00:27:27.600,18.0,ARI,right,30.64,4.41,1.11,0.65,0.11,303.84,263.71,None
2021102800,189,37077.0,48,2021-10-29T00:27:27.700,18.0,ARI,right,30.53,4.39,1.09,0.51,0.11,296.97,263.87,None
2021102800,189,37077.0,49,2021-10-29T00:27:27.800,18.0,ARI,right,30.42,4.38,1.04,0.45,0.11,289.54,261.97,None
2021102800,189,37077.0,50,2021-10-29T00:27:27.900,18.0,ARI,right,30.33,4.36,0.96,0.59,0.1,284.34,260.48,qb_sack
2021102800,189,37077.0,51,2021-10-29T00:27:28.000,18.0,ARI,right,30.24,4.35,0.87,0.66,0.09,280.42,260.5,None
2021102800,189,37077.0,52,2021-10-29T00:27:28.100,18.0,ARI,right,30.15,4.33,0.83,0.64,0.09,277.96,257.17,None
2021102800,189,37077.0,53,2021-10-29T00:27:28.200,18.0,ARI,right,30.07,4.31,0.81,0.56,0.08,276.32,254.28,None
2021102800,189,37077.0,54,2021-10-29T00:27:28.300,18.0,ARI,right,30.0,4.28,0.77,0.5,0.08,275.51,252.1,None
