gameId,playId,nflId,frameId,time,jerseyNumber,team,playDirection,x,y,s,a,dis,o,dir,event
2021092300,54,41300.0,1,2021-09-24T00:23:08.400,58.0,HOU,right,38.66,28.98,0.0,0.0,0.0,259.88,205.34,None
2021092300,54,41300.0,2,2021-09-24T00:23:08.500,58.0,HOU,right,38.66,28.98,0.0,0.0,0.01,259.88,197.1,None
2021092300,54,41300.0,3,2021-09-24T00:23:08.600,58.0,HOU,right,38.66,28.97,0.0,0.0,0.0,259.88,192.98,None
2021092300,54,41300.0,4,2021-09-24T00:23:08.700,58.0,HOU,right,38.66,28.97,0.02,0.34,0.0,259.88,181.68,None
2021092300,54,41300.0,5,2021-09-24T00:23:08.800,58.0,HOU,right,38.66,28.97,0.05,0.37,0.0,260.78,199.16,None
2021092300,54,41300.0,6,2021-09-24T00:23:08.900,58.0,HOU,right,38.65,28.97,0.1,0.62,0.01,262.87,271.88,autoevent_ballsnap
2021092300,54,41300.0,7,2021-09-24T00:23:09.000,58.0,HOU,right,38.63,28.98,0.25,1.14,0.02,264.34,287.33,None
2021092300,54,41300.0,8,2021-09-24T00:23:09.100,58.0,HOU,right,38.59,29.0,0.48,1.73,0.05,265.65,293.21,ball_snap
2021092300,54,41300.0,9,2021-09-24T00:23:09.200,58.0,HOU,right,38.52,29.02,0.75,2.47,0.07,266.51,293.93,None
2021092300,54,41300.0,10,2021-09-24T00:23:09.300,58.0,HOU,right,38.42,29.06,1.17,2.82,0.11,268.87,290.62,None
2021092300,54,41300.0,11,2021-09-24T00:23:09.400,58.0,HOU,right,38.27,29.12,1.67,3.26,0.16,268.87,291.26,None
2021092300,54,41300.0,12,2021-09-24T00:23:09.500,58.0,HOU,right,38.08,29.19,2.1,3.29,0.2,272.52,290.5,None
2021092300,54,41300.0,13,2021-09-24T00:23:09.600,58.0,HOU,right,37.86,29.27,2.51,3.16,0.24,274.83,289.56,None
2021092300,54,41300.0,14,2021-09-24T00:23:09.700,58.0,HOU,right,37.59,29.36,2.96,3.13,0.29,277.91,288.35,None
2021092300,54,41300.0,15,2021-09-24T00:23:09.800,58.0,HOU,right,37.27,29.45,3.41,3.18,0.33,277.91,286.08,None
2021092300,54,41300.0,16,2021-09-24T00:23:09.900,58.0,HOU,right,36.92,29.55,3.81,3.07,0.37,280.03,284.97,None
2021092300,54,41300.0,17,2021-09-24T00:23:10.000,58.0,HOU,right,36.53,29.66,4.13,2.61,0.4,282.98,284.81,None
2021092300,54,41300.0,18,2021-09-24T00:23:10.100,58.0,HOU,right,36.1,29.77,4.51,2.4,0.44,286.67,284.44,None
2021092300,54,41300.0,19,2021-09-24T00:23:10.200,58.0,HOU,right,35.65,29.89,4.74,1.89,0.47,288.01,284.98,None
2021092300,54,41300.0,20,2021-09-24T00:23:10.300,58.0,HOU,right,35.2,30.02,4.83,1.11,0.48,287.08,285.48,None
2021092300,54,41300.0,21,2021-09-24T00:23:10.400,58.0,HOU,right,34.73,30.16,4.89,0.48,0.48,284.95,285.93,None
2021092300,54,41300.0,22,2021-09-24T00:23:10.500,58.0,HOU,right,34.28,30.33,4.85,1.15,0.48,279.3,289.84,None
2021092300,54,41300.0,23,2021-09-24T00:23:10.600,58.0,HOU,right,33.84,30.51,4.77,1.87,0.48,275.46,292.69,None
2021092300,54,41300.0,24,2021-09-24T00:23:10.700,58.0,HOU,right,33.41,30.71,4.67,2.38,0.47,270.14,295.77,None
